2,1.128502965,5.839995861,4.907526493,4.65405035,12.19868755,5.25470829,1.369047999,-8.638802528,-1.943897605,-3.960341454,2.732093096,6.035970688,-10.20956802,8.182540894,0.12365213,4.695842743,4.04211235,-0.729335368,12.7889185,4.71561718,-3.912795544,0.516835332,3.888471603,-9.055378914,4.876208305,-12.16124153,11.99829197,-5.670239449,5.080454826,-0.228977844,-0.201792921,-0.088743014,0.047471531,-0.009661829,-0.079385611,0.050883574,0.060527437,0.03703094,-0.024118681,0.034293503,-0.01221799,0.035859631,-0.004045959,-0.080808046,0.020103464,-0.072559137,0.075152741,-0.016712648,0.027349356,-0.019299537,-0.039939952,0.031940576,-0.04302271,-0.042876607,0.031269158,-0.042856236,0.006758264,0.027674376,-0.002656942,-0.017565006
2,3.426486731,5.950224876,3.491977692,4.359820843,2.476106644,11.15353489,0.53197062,-8.654443741,-7.153497219,0.666012168,0.746412754,12.77478409,-11.7809267,9.484361649,-3.610390425,-0.373414844,7.36107254,10.93663788,17.38766289,0.056058373,-3.397260666,2.396055222,1.192133546,2.455420256,-0.059789222,3.328033924,-5.030369759,-2.666657209,5.485499859,6.866151333,-0.248110745,-0.08578492,0.048466458,0.009464278,-0.184314761,-0.016826465,0.043683318,0.061492468,-0.020374133,-0.018422034,-0.046263563,0.003913806,-0.022931555,-0.024772598,-0.048982945,0.02858778,0.010160783,-0.021892892,-0.102546355,-0.046436397,0.049466867,0.06855371,-0.059199122,-0.046961566,0.08696993,0.074119446,0.068300026,0.091621162,0.021350266,-0.094859052
2,4.6709795,-0.343106866,0.805012703,1.742179155,1.24311173,3.853978157,2.316159487,-4.763515949,-2.645431042,-3.003888369,0.574853182,1.335476518,-3.490067005,3.977573633,0.114570186,1.499833822,-2.747113466,1.999183416,6.205429554,1.037938952,-2.748137236,-0.65091455,0.539959371,-0.895267785,1.495854497,-0.085879311,2.641718149,-3.023593426,2.129589558,2.849179268,-0.134821393,-0.027063536,0.073118047,0.016371847,-0.080556705,0.019637197,0.08029386,0.01602359,-0.043196083,0.025656709,-0.0216699,0.008885019,-0.000930425,0.047322353,-0.030730422,-0.004012619,0.051441613,-0.006903718,-0.026047971,-0.028998008,-0.016680349,-0.036076754,0.018468762,-0.022954039,-0.023787286,-0.03101988,-0.00619622,0.009248952,0.049363186,0.009982692
1,5.533454895,5.266150951,9.403717041,-2.481560946,5.134763718,5.534543514,6.141672611,-6.564376831,-0.50399363,-4.105282784,-1.316697478,5.319401741,-6.089766502,9.551477432,0.444509894,3.929325819,4.259243488,0.729527891,14.3702755,-3.269931316,-0.900674224,-1.743582606,12.60255623,-2.597820282,-0.745255113,-7.25063467,-1.327697277,-1.640000105,1.955402374,-9.260474205,-0.139733077,-0.059756245,0.009763757,-0.017242124,-0.025818492,0.037675828,0.034707302,0.034968183,0.00918703,0.032381541,0.027831668,0.007875516,-0.009039766,-0.024116113,0.010736328,-0.040373004,0.042462348,-0.050063304,0.038885365,0.030607253,0.014511324,0.02654475,-0.028548182,-0.01741057,0.025172584,0.000566961,0.020877147,-0.00700154,0.051081676,0.014021979
2,10.71165752,-7.520796776,2.369428873,4.183391571,7.895771503,2.653830528,7.88498497,-8.037051201,0.938708425,-2.969965458,-4.102798462,13.66996574,-25.20189476,5.96223259,4.245560646,6.005964756,7.64975071,11.76971912,11.56747532,3.698514223,-1.884496093,-5.582582951,18.23575783,4.622431278,5.904057503,-1.851233363,-2.232943296,6.891250134,1.923018217,2.461976767,-0.291220623,-0.110170228,0.079014415,-0.011988843,-0.090548716,0.065118729,0.089364997,0.040313536,-0.039676203,0.064153798,0.054244963,-0.055634318,-0.013907234,-0.028599418,0.003230828,0.007854063,0.033286262,-0.099865063,0.097820265,0.079825572,0.082339849,0.034376624,-0.042164078,0.01330963,0.014211766,-0.060890717,0.081924127,0.000388649,0.101706966,-0.00867119
2,2.005099773,2.126423836,-7.58092165,5.331470966,-3.239078999,11.484519,10.3947258,-6.473137856,-4.505129337,-6.725996494,3.934919119,6.026420116,-10.62264919,-1.336863995,3.304300308,-2.18373394,-10.75891399,10.9961071,11.3019371,-2.30289197,3.566866398,-0.318037778,4.296658993,3.47604537,-5.784100533,3.252737999,-8.357785225,-9.997400284,1.593243599,3.337049723,-0.29633822,0.061286529,0.12436287,0.085201292,-0.020414576,0.019177022,0.092782183,0.032273215,-0.103272457,0.007437756,0.108926049,-0.015125759,0.060672372,0.123249566,-0.067116414,0.015653486,0.107135543,0.006651353,0.065738274,0.048427681,-0.009188431,0.040925172,-0.016916819,0.044100929,0.03852605,-0.000567815,-0.03628744,0.007966229,0.044956519,0.019197376
2,4.695498943,3.109946251,-2.347954512,6.47841835,-2.303310633,7.894284248,3.130923271,-1.915377736,-2.144171953,-5.382626534,4.92557478,2.565936089,-6.3245821,1.181350946,0.168246657,0.201540679,-3.281722546,3.110089064,6.781075001,3.320213795,1.368406773,-0.788877606,-0.154213041,3.143802404,-4.613345146,3.536892653,-1.684540749,-8.34990406,-0.165826574,-0.440757245,-0.243373369,0.192806242,0.066001705,0.128971992,0.036517999,-0.084382835,0.016445991,0.062554545,-0.110280988,-0.052629345,0.030645229,-0.088297958,0.105919209,0.120045809,-0.170831021,0.036223209,0.085817271,0.091228409,-0.003685018,0.16965686,-0.036205614,0.075075999,-0.059294383,0.090364704,0.14154628,0.027033631,0.009541707,0.016870821,-0.001760313,0.013377319
2,2.304093838,2.176212788,-0.730246425,3.749488354,-3.174363136,2.785234213,2.146517754,-3.110712767,-0.249431819,-4.275036335,2.00423193,3.406578064,-1.195275903,1.397593975,-1.298345923,1.225118041,-3.756228447,2.350073814,5.602230549,2.969545126,-0.319460422,-0.692755938,0.85073936,0.454769433,1.136771917,-0.300315529,1.533002734,-3.908960104,-0.838488221,1.542040944,-0.135044976,0.281322351,-0.003439121,0.081259992,-0.064253452,-0.083719682,0.143207328,-0.086351778,0.173797939,-0.028147332,-0.012838543,-0.044967326,-0.046959752,0.000770668,0.099754892,-0.091607282,-0.058334764,0.062232865,0.028893327,0.010538532,0.018213086,0.003796091,-0.081807981,-0.051634825,-0.039821905,0.015099763,-0.012990896,-0.000241184,0.03878482,-0.003325212
2,4.603952408,2.219710588,2.773710966,3.08141613,-2.545506477,1.984630227,-0.224323243,-2.471419334,-1.461228371,-2.986756086,1.714573741,2.199638128,-1.459567189,4.318944931,1.230476379,-0.232360408,-1.032586575,3.886924982,4.900369644,4.266188145,0.358189642,-3.004647255,0.770623386,1.042853355,-0.549288332,0.442593724,1.216292858,-1.79961586,-1.600430012,3.239125967,-0.125946972,0.08280311,-0.013738407,0.079608225,-0.07017162,-0.055884301,-0.017276983,0.066834241,0.011754838,0.026250497,0.001715499,0.003885827,-0.012994395,-0.04429399,0.012558449,0.040316012,0.01680757,-0.051204211,-0.01464838,0.004987559,0.004877505,-0.045079231,0.079533095,-0.005471413,0.265882977,0.037940426,-0.099604882,0.188781675,-0.070870178,-0.107882756
2,2.41825223,1.179959297,1.214272022,2.134063482,-3.22501111,2.294356585,1.734467268,-1.262552142,-0.668153703,-5.154803753,2.596029997,1.531671643,-2.752936125,0.60788995,-2.102091312,0.637813032,-2.158371449,2.298253059,5.304849625,3.80063653,0.381293923,-2.206125021,0.024444267,0.785523832,0.883874059,1.74582994,2.525706053,-2.885034084,-0.65659374,1.815486073,-0.20099647,0.306199051,0.028213927,-0.006706265,-0.033501301,-0.04886812,0.113946389,-0.13681918,-1.23e-05,-0.042005542,-0.005552626,-0.120589516,0.160103703,-0.03592017,-0.249018965,-0.011892129,0.003913902,0.064150768,-0.028614134,0.129527776,-0.065966986,0.035971685,-0.097562142,0.035350209,0.131171356,0.019448008,0.031544022,0.023407397,0.009966529,-0.084572498
